sourceTaxonId	sourceTaxonName	stage	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	LocationinhostName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	notes	referenceSource	referenceDoi	referenceCitation
EOL:462572	Angiostrongylus cantonensis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328449	Rattus exulans	pulmonary arteries							Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:462572	Angiostrongylus cantonensis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of		Rattus muelleri	heart							Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:462572	Angiostrongylus cantonensis	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of		Rattus muelleri	pulmonary arteries							Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993014	Contracaecum rudolphii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:204375	Tautogolabrus adspersus	liver						cites Huizinga 1966	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993014	Contracaecum rudolphii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:204375	Tautogolabrus adspersus	mesentery						cites Huizinga 1966	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13535561	Vigisospirura potekhina	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Trigonoscelis gemmulata	body cavity						cites Gafurov 1969	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6836047	Protostrongylus hobmaieri	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:452750	Vallonia pulchella	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:452750	Vallonia pulchella	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Hartertia obesa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:13388347	Anacanthotermes turkestanicus	body cavity						cites Annaev and Meredov 1990; larval specimens were from Turkmenistan, whereas species was described from Africa, so not clear larvae and adults are the same species	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963731	Contracaecum micropapillatum	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Arctodiaptomus gracilis	body cavity						cites Semenova 1979	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:596945	Spirocamallanus hilarii	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:203947	Astyanax bimaculatus	gut						cites Pereira et al. 1936; as S. cearensis, though mostly called S. hilarii in literature	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6836047	Protostrongylus hobmaieri	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328689	Capra caucasica	lungs						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4966918	Elaphostrongylus cervi	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328650	Cervus nippon	skeletal muscles							Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4966918	Elaphostrongylus cervi	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328650	Cervus nippon	brain							Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Spinicauda freitasi	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1056896	Chamaeleo lateralis	gut						cites Petter 1968	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13535035	Rictularia cristata	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:316404	Chromatoiulus projectus	body cavity						cites Morozov 1960	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:5004637	Simondsia paradoxa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:143892	Copris hispanus	body cavity						cites Dimitrova 1965a	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13340393	Mastophorus muris	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1229885	Ctenophthalmus arvernus	body cavity						cites Beaucournu and Chabaud 1963	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Hexametra angusticaecoides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:54767	Culex	body cavity						cites Chabaud et al. 1962	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Philometroides nodulosa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:1269200	Cyclops thomasi	body cavity						cites Dailey 1966	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:596945	Spirocamallanus hilarii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Diaptomus azevedoi	body cavity						cites Pereira et al. 1936; as S. cearensis, though mostly called S. hilarii in literature	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:462580	Goezia ascaroides	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Diaptomus castori	body cavity						cites Mozgovoi et al. 1971	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:596945	Spirocamallanus hilarii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Diaptomus cearensis	body cavity						cites Pereira et al. 1936; as S. cearensis, though mostly called S. hilarii in literature	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Ena eleonorae	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:5004545	Hystrichis tricolor	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Eophila leoni	body cavity						cites Karmanova 	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:5004637	Simondsia paradoxa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:311998	Erinaceus roumanicus	gut wall						cites Dimitrova 1965b	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963731	Contracaecum micropapillatum	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Eucyclops leuckartii	body cavity						cites Semenova 1979	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6835255	Stephanurus dentatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Eutyphoeus waltoni	gut wall						cites Sinha 1967	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6835255	Stephanurus dentatus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Eutyphoeus waltoni	body cavity						cites Sinha 1967	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6835925	Crenosoma vulpis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:4893196	Fruticicola fruticum	muscles						cites several authors	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Fruticola lantzi	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:2922894	Dioctophyma renale	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:328038	Galictis vittata	kidneys						cites several authors	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993273	Gnathostoma doloresi	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:456350	Gloydius halys	muscles						cites Imai et al. 1989	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Protostrongylus skrjabini	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:13753337	Helicella candaharica	muscles						cites Azimov et al. 1976	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6836045	Protostrongylus tauricus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:13753341	Helicella derbentina	muscles						cites Rodonaya 1977	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6836045	Protostrongylus tauricus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Helicella krynizkyi	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Macrochlamys kazachstani	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Macrochlamys schmidti	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Macrochlamys turanica	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:5004545	Hystrichis tricolor	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1049002	Mergus serrator	stomach						cites Karmanova 	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993014	Contracaecum rudolphii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:204298	Myoxocephalus octodecemspinosus	liver						cites Huizinga 1966	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:11993014	Contracaecum rudolphii	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:204298	Myoxocephalus octodecemspinosus	mesentery						cites Huizinga 1966	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:5004348	Desportesius brevicaudatus	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1049006	Ixobrychus minutus	gizzard						cites Mozgovoi et al. 1965	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6835844	Eustrongylides excisus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:52274	Limnodrilus	body cavity						cites Karmanova 1965	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Tetrameres mohtedai	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Llatongus cinctus	body cavity						cites Ramaswamy and Sundaram 1979	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4966907	Cyathostoma bronchialis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:3126807	Lumbricus polyphemus	muscles						cites Vasilev and Denev 1972	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6835925	Crenosoma vulpis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:4907526	Mesodon thyroides	muscles						cites several authors	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963927	Porrocaecum ensicaudatum	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1052060	Molothrus ater	gut						experimental host, but no natural infections found	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4966924	Varestrongylus capreoli	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:4904635	Monachoides umbrosa	muscles						cites Zdarska 1960	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4964259	Camallanus cotti	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:604229	Nipponocypris temminckii	gut						cites Wang and Ling 1974; as C. zacconis; redescribed by Rigby et al. 1997	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4966907	Cyathostoma bronchialis	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Octolasium rebelli	muscles						cites Vasilev and Denev 1972	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13535561	Vigisospirura potekhina	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Pachyscelis laevicollis	body cavity						cites Gafurov 1969	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Cucullanus chabaudi	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:205253	Pangasius pangasius	bile duct						cites Le-Van-Hoa and Pham-Ngoc-Khue, 1967; not clear how the fish is infected	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Varestrongylus pneumonicus	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Phenacolimax rugulosa	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963941	Heterakis spumosa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:12091930	Pheretima hilgendorfi	muscles						cites Saitoh et al. 1993	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13340393	Mastophorus muris	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:830292	Phlebotomus ariasi	body cavity						cites Golvan and Chabaud 1963	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:13535561	Vigisospirura potekhina	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Pisterotarsa kiritshenkoi	body cavity						cites Gafurov 1969	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:4963927	Porrocaecum ensicaudatum	http://www.ebi.ac.uk/efo/EFO_0001272	RO:0002444	parasite of	EOL:1050500	Poephila guttata	gut							Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6836047	Protostrongylus hobmaieri	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:31568699	Pupilla sterri	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:6836047	Protostrongylus hobmaieri	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:4909130	Pupilla triplicata	muscles						cites Boev 1975	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
EOL:5004637	Simondsia paradoxa	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of	EOL:143839	Sisyphus schaefferi	body cavity						cites Dimitrova 1965a	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
	Tetrameres mohtedai	http://purl.obolibrary.org/obo/PATO_0001185	RO:0002444	parasite of		Sphaeridium quinquemaculatum	body cavity						cites Ramaswamy and Sundaram 1979	Anderson. 2000. Nematode parasites of vertebrates: their development and transmission, CABI	doi:10.1002/ecy.1680	Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680
